"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"23","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","72","Local variable 'lat' could be declared final","Code Style","LocalVariableCouldBeFinal"
"24","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","73","Local variable 'lon' could be declared final","Code Style","LocalVariableCouldBeFinal"
"25","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","74","Local variable 'alt' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","75","Local variable 'coor' could be declared final","Code Style","LocalVariableCouldBeFinal"
"27","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","76","Local variable 'size' could be declared final","Code Style","LocalVariableCouldBeFinal"
"28","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","77","Local variable 'wsl' could be declared final","Code Style","LocalVariableCouldBeFinal"
"29","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","79","Avoid variables with short names like ws","Code Style","ShortVariable"
"30","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","79","Local variable 'ws' could be declared final","Code Style","LocalVariableCouldBeFinal"
"31","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","82","Avoid variables with short names like ss","Code Style","ShortVariable"
"32","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/SQLTable.java","3","82","Local variable 'ss' could be declared final","Code Style","LocalVariableCouldBeFinal"
"1","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","23","Field comments are required","Documentation","CommentRequired"
"2","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","24","Avoid variables with short names like fs","Code Style","ShortVariable"
"3","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","24","Field comments are required","Documentation","CommentRequired"
"4","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","25","Field comments are required","Documentation","CommentRequired"
"5","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","26","Field comments are required","Documentation","CommentRequired"
"6","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","27","Avoid variables with short names like fu","Code Style","ShortVariable"
"7","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","27","Field comments are required","Documentation","CommentRequired"
"8","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","28","Field comments are required","Documentation","CommentRequired"
"9","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","29","Field comments are required","Documentation","CommentRequired"
"10","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","31","Parameter 'window' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"11","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","31","Public method and constructor comments are required","Documentation","CommentRequired"
"12","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","42","Avoid variables with short names like f","Code Style","ShortVariable"
"13","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","42","Parameter 'f' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"14","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","42","Public method and constructor comments are required","Documentation","CommentRequired"
"15","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","45","Local variable 'tmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"16","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","55","Avoid variables with short names like st","Code Style","ShortVariable"
"17","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","55","Parameter 'st' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"18","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","55","Public method and constructor comments are required","Documentation","CommentRequired"
"19","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","67","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"20","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","67","Public method and constructor comments are required","Documentation","CommentRequired"
"21","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","69","Avoid variables with short names like f","Code Style","ShortVariable"
"22","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","69","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"23","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","70","Local variable 'tmpArr' could be declared final","Code Style","LocalVariableCouldBeFinal"
"24","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","75","This statement should have braces","Code Style","ControlStatementBraces"
"25","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","77","Local variable 'tmp' could be declared final","Code Style","LocalVariableCouldBeFinal"
"26","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","85","Avoid variables with short names like db","Code Style","ShortVariable"
"27","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","85","Parameter 'db' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"28","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","85","Public method and constructor comments are required","Documentation","CommentRequired"
"29","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","88","Local variable 'another' could be declared final","Code Style","LocalVariableCouldBeFinal"
"30","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","97","Local variable 'scan' could be declared final","Code Style","LocalVariableCouldBeFinal"
"31","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","99","This statement should have braces","Code Style","ControlStatementBraces"
"32","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","105","Parameter 'arr' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"33","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","105","Public method and constructor comments are required","Documentation","CommentRequired"
"34","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","107","Avoid variables with short names like f","Code Style","ShortVariable"
"35","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","107","Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"36","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","112","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"37","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","112","Public method and constructor comments are required","Documentation","CommentRequired"
"38","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","114","Local variable 'filename' could be declared final","Code Style","LocalVariableCouldBeFinal"
"39","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","117","Local variable 'file' could be declared final","Code Style","LocalVariableCouldBeFinal"
"40","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","118","Local variable 'out' could be declared final","Code Style","LocalVariableCouldBeFinal"
"41","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","129","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"42","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","129","Public method and constructor comments are required","Documentation","CommentRequired"
"43","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","133","Local variable 'file' could be declared final","Code Style","LocalVariableCouldBeFinal"
"44","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","134","Avoid variables with short names like in","Code Style","ShortVariable"
"45","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","134","Local variable 'in' could be declared final","Code Style","LocalVariableCouldBeFinal"
"46","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","151","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"47","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","151","Public method and constructor comments are required","Documentation","CommentRequired"
"48","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","153","Local variable 'dateFormat' could be declared final","Code Style","LocalVariableCouldBeFinal"
"49","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","154","Local variable 'date' could be declared final","Code Style","LocalVariableCouldBeFinal"
"50","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","155","Local variable 'filename' could be declared final","Code Style","LocalVariableCouldBeFinal"
"51","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","158","Local variable 'file' could be declared final","Code Style","LocalVariableCouldBeFinal"
"52","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","159","Local variable 'out' could be declared final","Code Style","LocalVariableCouldBeFinal"
"53","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","170","Parameter 'path' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"54","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","170","Public method and constructor comments are required","Documentation","CommentRequired"
"55","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","174","Local variable 'file' could be declared final","Code Style","LocalVariableCouldBeFinal"
"56","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","175","Avoid variables with short names like in","Code Style","ShortVariable"
"57","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","175","Local variable 'in' could be declared final","Code Style","LocalVariableCouldBeFinal"
"58","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","176","Local variable 'newfs' could be declared final","Code Style","LocalVariableCouldBeFinal"
"59","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","197","Public method and constructor comments are required","Documentation","CommentRequired"
"60","main.java.objects","/home/sam/Desktop/Final_Project/PMD/GIS/GIS/src/main/java/objects/Server.java","3","200","This statement should have braces","Code Style","ControlStatementBraces"
